title,release_year,imdb_rating,mpaa_rating,genre,plot,actors,runtime
Network,1976,8.1,R,Drama,"A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit, but finds that his message may be difficult to control.","Faye Dunaway,William Holden,Peter Finch,Robert Duvall,Wesley Addy,Ned Beatty,Arthur Burghardt,Bill Burrows,John Carpenter,Jordan Charney,Kathy Cronkite,Ed Crowley,Jerome Dempsey,Conchata Ferrell,Gene Gross,Stanley Grover,Cindy Grover,Darryl Hickman",2h 1m
Paper Moon,1973,8.1,PG,Comedy Crime Drama,"During the Great Depression, a con man finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership.","Ryan O'Neal,Tatum O'Neal,Madeline Kahn,John Hillerman,P.J. Johnson,Jessie Lee Fulton,James N. Harrell,Lila Waters,Noble Willingham,Bob Young,Jack Saunders,Jody Wilbur,Liz Ross,Yvonne Harrison,Ed Reed,Dorothy Price,Eleanor Bogart,Dorothy Forster",1h 42m
Hachi: A Dog's Tale,2009,8.1,G,Biography Drama Family,"Professor Wilson discovers a lost Akita puppy on his way home. Despite objections from his wife, Hachi endears himself to the family and grows to be Parker's loyal companion. As their bond grows deeper, a beautiful relationship unfolds.","Richard Gere,Joan Allen,Cary-Hiroyuki Tagawa,Sarah Roemer,Jason Alexander,Erick Avari,Davenia McFadden,Robbie Sublett,Kevin DeCoste,Rob Degnan,Tora Hallström,Donna Sorbello,Frank S. Aronson,Troy Doherty,Ian Sherman,Timothy Crowe,Denece Ryland,Blake Friedman",1h 33m
Before Sunset,2004,8.1,R,Drama Romance,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.","Ethan Hawke,Julie Delpy,Vernon Dobtcheff,Louise Lemoine Torrès,Rodolphe Pauly,Mariane Plasteig,Diabolo,Denis Evrard,Albert Delpy,Marie Pillet",1h 20m
Spotlight,2015,8.1,R,Biography Crime Drama,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.","Mark Ruffalo,Michael Keaton,Rachel McAdams,Liev Schreiber,John Slattery,Brian d'Arcy James,Stanley Tucci,Elena Wohl,Gene Amoroso,Doug Murray,Sharon McFarlane,Jamey Sheridan,Neal Huff,Billy Crudup,Robert B. Kennedy,Duane Murray,Brian Chamberlain,Michael Cyril Creighton",2h 9m
Platoon,1986,8.1,R,Drama War,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.","Charlie Sheen,Tom Berenger,Willem Dafoe,Keith David,Forest Whitaker,Francesco Quinn,Kevin Dillon,John C. McGinley,Reggie Johnson,Mark Moses,Corey Glover,Johnny Depp,Chris Pedersen,Bob Orwig,Corkey Ford,David Neidorf,Richard Edson,Tony Todd",2h
The Sound of Music,1965,8.1,G,Biography Drama Family,A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.,"Julie Andrews,Christopher Plummer,Eleanor Parker,Richard Haydn,Peggy Wood,Charmian Carr,Heather Menzies-Urich,Nicholas Hammond,Duane Chase,Angela Cartwright,Debbie Turner,Kym Karath,Anna Lee,Portia Nelson,Ben Wright,Daniel Truhitte,Norma Varden,Gilchrist Stuart",2h 52m
It Happened One Night,1934,8.1,Passed,Comedy Romance,"A renegade reporter trailing a young runaway heiress for a big story joins her on a bus heading from Florida to New York, and they end up stuck with each other when the bus leaves them behind at one of the stops.","Clark Gable,Claudette Colbert,Walter Connolly,Roscoe Karns,Jameson Thomas,Alan Hale,Arthur Hoyt,Blanche Friderici,Charles C. Wilson,Ernie Adams,Jessie Arnold,Irving Bacon,William Bailey,William Begg,William A. Boardway,Ward Bond,Harry C. Bradley,George P. Breakston",1h 45m
Rebecca,1940,8.1,Approved,Drama Mystery Romance,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,"Laurence Olivier,Joan Fontaine,George Sanders,Judith Anderson,Nigel Bruce,Reginald Denny,C. Aubrey Smith,Gladys Cooper,Florence Bates,Melville Cooper,Leo G. Carroll,Leonard Carey,Lumsden Hare,Edward Fielding,Philip Winter,Forrester Harvey,Bunny Beatty,Billy Bevan",2h 10m
Rush,2013,8.1,R,Action Biography Drama,The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.,"Daniel Brühl,Chris Hemsworth,Olivia Wilde,Alexandra Maria Lara,Pierfrancesco Favino,David Calder,Natalie Dormer,Stephen Mangan,Christian McKay,Alistair Petrie,Julian Rhind-Tutt,Colin Stinton,Jamie de Courcey,Augusto Dallara,Ilario Calvo,Patrick Baladi,Vincent Riotta,Martin Savage",2h 3m
The Terminator,1984,8.1,R,Action Adventure Sci-Fi,"A human soldier is sent from 2029 to 1984 to stop an almost indestructible cyborg killing machine, sent from the same year, which has been programmed to execute a young woman whose unborn son is the key to humanity's future salvation.","Arnold Schwarzenegger,Linda Hamilton,Michael Biehn,Paul Winfield,Lance Henriksen,Rick Rossovich,Bess Motta,Earl Boen,Dick Miller,Shawn Schepps,Bruce M. Kerner,Franco Columbu,Bill Paxton,Brad Rearden,Brian Thompson,William Wisher,Ken Fritz,Tom Oberhaus",1h 47m
The Wizard of Oz,1939,8.1,G,Adventure Family Fantasy,"Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz, and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others' wishes.","Judy Garland,Frank Morgan,Ray Bolger,Bert Lahr,Jack Haley,Billie Burke,Margaret Hamilton,Charley Grapewin,Pat Walshe,Clara Blandick,Terry,The Singer Midgets,Gladys W. Allison,John Ballas,Franz Balluck,Josefine Balluck,John T. Bambury,Dorothy Barrett",1h 42m
Stand by Me,1986,8.1,R,Adventure Comedy Drama,A writer recounts a childhood journey with his friends to find the body of a missing boy.,"Wil Wheaton,River Phoenix,Corey Feldman,Jerry O'Connell,Kiefer Sutherland,Casey Siemaszko,Gary Riley,Bradley Gregg,Jason Oliver Lipsett,Marshall Bell,Frances Lee McCain,Bruce Kirby,William Bronder,Scott Beach,Richard Dreyfuss,John Cusack,Madeleine Swift,Popeye",1h 29m
The Exorcist,1973,8.1,R,Horror,"When a young girl is possessed by a mysterious entity, her mother seeks the help of two Catholic priests to save her life.","Ellen Burstyn,Max von Sydow,Linda Blair,Lee J. Cobb,Kitty Winn,Jack MacGowran,Jason Miller,William O'Malley,Barton Heyman,Peter Masterson,Rudolf Schündler,Gina Petrushka,Robert Symonds,Arthur Storch,Thomas Bermingham,Vasiliki Maliaros,Titos Vandis,John Mahon",2h 2m
Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.1,PG-13,Action Adventure Fantasy,"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead.","Johnny Depp,Geoffrey Rush,Orlando Bloom,Keira Knightley,Jack Davenport,Jonathan Pryce,Lee Arenberg,Mackenzie Crook,Damian O'Hare,Giles New,Angus Barnett,David Bailie,Michael Berry Jr.,Isaac C. Singleton Jr.,Kevin McNally,Treva Etienne,Zoe Saldana,Guy Siner",2h 23m
Cool Hand Luke,1967,8.1,GP,Crime Drama,"A laid-back Southern man is sentenced to two years in a rural prison, but refuses to conform.","Paul Newman,George Kennedy,Strother Martin,J.D. Cannon,Lou Antonio,Robert Drivas,Jo Van Fleet,Clifton James,Morgan Woodward,Luke Askew,Marc Cavell,Richard Davalos,Robert Donner,Warren Finnerty,Dennis Hopper,John McLiam,Wayne Rogers,Harry Dean Stanton",2h 7m
Into the Wild,2007,8.1,R,Adventure Biography Drama,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.","Emile Hirsch,Vince Vaughn,Catherine Keener,Marcia Gay Harden,William Hurt,Jena Malone,Brian H. Dierker,Kristen Stewart,Hal Holbrook,Jim Gallien,James O'Neill,Malinda McCollum,Paul Knauls,Zach Galifianakis,Craig Mutsch,Jim Beidler,John Decker,John Hofer",2h 28m
The Man Who Shot Liberty Valance,1962,8.1,Approved,Drama Western,A senator returns to a Western town for the funeral of an old friend and tells the story of his origins.,"James Stewart,John Wayne,Vera Miles,Lee Marvin,Edmond O'Brien,Andy Devine,Ken Murray,John Carradine,Jeanette Nolan,John Qualen,Willis Bouchey,Carleton Young,Woody Strode,Denver Pyle,Strother Martin,Lee Van Cleef,Robert F. Simon,O.Z. Whitehead",2h 3m
"Paris, Texas",1984,8.1,R,Drama,"Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family.","Harry Dean Stanton,Nastassja Kinski,Dean Stockwell,Sam Berry,Bernhard Wicki,Aurore Clément,Claresie Mobley,Hunter Carson,Viva,Socorro Valdez,Edward Fayton,Justin Hogg,Tom Farrell,John Lurie,Jeni Vici,Sally Norvell,Sharon Menzel,The Mydolls",2h 25m
Inherit the Wind,1960,8.1,Passed,Biography Drama History,"Based on a real-life case in 1925; two great lawyers argue the case for, and against, a Tennessee science teacher accused of the crime of teaching Darwin's theory of evolution.","Spencer Tracy,Fredric March,Gene Kelly,Dick York,Donna Anderson,Harry Morgan,Claude Akins,Elliott Reid,Paul Hartman,Philip Coolidge,Jimmy Boyd,Noah Beery Jr.,Norman Fell,Gordon Polk,Hope Summers,Ray Teal,Renee Godfrey,Florence Eldridge",2h 8m
The Iron Giant,1999,8.1,PG,Animation Action Adventure,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,"Eli Marienthal,Harry Connick Jr.,Jennifer Aniston,Vin Diesel,James Gammon,Cloris Leachman,Christopher McDonald,John Mahoney,M. Emmet Walsh,Jack Angel,Bob Bergen,Mary Kay Bergman,Michael Bird,Devon Cole Borisoff,Rodger Bumpass,Robert Clotworthy,Jennifer Darling,Zack Eginton",1h 26m
The Incredibles,2004,8.0,PG,Animation Action Adventure,"While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.","Craig T. Nelson,Samuel L. Jackson,Holly Hunter,Jason Lee,Dominique Louis,Teddy Newton,Jean Sincere,Eli Fucile,Maeve Andrews,Wallace Shawn,Spencer Fox,Lou Romano,Wayne Canney,Sarah Vowell,Michael Bird,Elizabeth Peña,Bud Luckey,Brad Bird",1h 55m
Ace in the Hole,1951,8.1,Approved,Drama Film-Noir,"A frustrated former big-city journalist now stuck working for an Albuquerque newspaper exploits a story about a man trapped in a cave to rekindle his career, but the situation quickly escalates into an out-of-control circus.","Kirk Douglas,Jan Sterling,Robert Arthur,Porter Hall,Frank Cady,Richard Benedict,Ray Teal,Lewis Martin,John Berkes,Frances Dominguez,Gene Evans,Frank Jaquet,Harry Harvey,Bob Bumpas,Geraldine Hall,Richard Gaines,Roy Regnier,Oscar Belinda",1h 51m
White Heat,1949,8.1,Not Rated,Action Crime Drama,A psychopathic criminal with a mother complex makes a daring break from prison and leads his old gang in a chemical plant payroll heist.,"James Cagney,Virginia Mayo,Edmond O'Brien,Margaret Wycherly,Steve Cochran,John Archer,Wally Cassell,Fred Clark,Joel Allen,Claudia Barrett,Ray Bennett,Marshall Bradford,Chet Brandenburg,John Butler,Robert Carson,Bill Cartledge,Bill Clark,Leo Cleary",1h 54m
The Help,2011,8.1,PG-13,Drama,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis.","Viola Davis,Emma Stone,Octavia Spencer,Bryce Dallas Howard,Jessica Chastain,Ahna O'Reilly,Allison Janney,Anna Camp,Eleanor Henry,Emma Henry,Christopher Lowell,Cicely Tyson,Mike Vogel,Sissy Spacek,Brian Kerwin,Wes Chatham,Aunjanue Ellis-Taylor,Ted Welch",2h 26m
Groundhog Day,1993,8.0,PG,Comedy Drama Fantasy,"A narcissistic, self-centered weatherman finds himself in a time loop on Groundhog Day.","Bill Murray,Andie MacDowell,Chris Elliott,Stephen Tobolowsky,Brian Doyle-Murray,Marita Geraghty,Angela Paton,Rick Ducommun,Rick Overton,Robin Duke,Carol Bivins,Willie Garson,Ken Hudson Campbell,Les Podewell,Rod Sell,Tom Milanovich,John M. Watson Sr.,Peggy Roeder",1h 41m
Scent of a Woman,1992,8.0,R,Drama,"A prep school student needing money agrees to ""babysit"" a blind man, but the job is not at all what he anticipated.","Al Pacino,Chris O'Donnell,James Rebhorn,Gabrielle Anwar,Philip Seymour Hoffman,Richard Venture,Bradley Whitford,Rochelle Oliver,Margaret Eginton,Tom Riis Farrell,Nicholas Sadler,Todd Louiso,Matt Smith,Gene Canfield,Frances Conroy,June Squibb,Ron Eldard,Sally Murphy",2h 36m
Gandhi,1982,8.0,PG,Biography Drama History,The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.,"Ben Kingsley,John Gielgud,Rohini Hattangadi,Roshan Seth,Candice Bergen,Edward Fox,Trevor Howard,John Mills,Martin Sheen,Ian Charleson,Günther Maria Halmer,Athol Fugard,Saeed Jaffrey,Geraldine James,Alyque Padamsee,Amrish Puri,Ian Bannen,Michael Bryant",3h 11m
Dances with Wolves,1990,8.0,PG-13,Adventure Drama Western,"Lieutenant John Dunbar, assigned to a remote western Civil War outpost, finds himself engaging with a neighbouring Sioux settlement, causing him to question his own purpose.","Kevin Costner,Mary McDonnell,Graham Greene,Rodney A. Grant,Floyd 'Red Crow' Westerman,Tantoo Cardinal,Robert Pastorelli,Charles Rocket,Maury Chaykin,Jimmy Herman,Nathan Lee Chasing His Horse,Michael Spears,Jason R. Lone Hill,Tony Pierce,Doris Leader Charge,Tom Everett,Larry Joshua,Kirk Baltz",3h 1m
Beauty and the Beast,1991,8.0,G,Animation Family Fantasy,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.,"Paige O'Hara,Robby Benson,Jesse Corti,Rex Everhart,Angela Lansbury,Jerry Orbach,Bradley Pierce,David Ogden Stiers,Richard White,Jo Anne Worley,Mary Kay Bergman,Brian Cummings,Alvin Epstein,Tony Jay,Alec Murphy,Kimmy Robertson,Hal Smith,Kath Soucie",1h 24m
Life of Brian,1979,8.0,R,Comedy,"Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.","Graham Chapman,John Cleese,Michael Palin,Terry Gilliam,Eric Idle,Terry Jones,Terence Bayler,Carol Cleveland,Kenneth Colley,Neil Innes,Charles McKeown,John Young,Gwen Taylor,Sue Jones-Davies,Peter Brett,Pilate's Wife,Alfonso,Another Official Stoners Helper",1h 34m
Aladdin,1992,8.0,G,Animation Adventure Comedy,A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,"Scott Weinger,Robin Williams,Linda Larkin,Jonathan Freeman,Frank Welker,Gilbert Gottfried,Douglas Seale,Charlie Adler,Jack Angel,Corey Burton,Philip L. Clarke,Jim Cummings,Jennifer Darling,Debi Derryberry,Bruce Gooch,Jerry Houser,Vera Lockwood,Sherry Lynn",1h 30m
Guardians of the Galaxy,2014,8.0,PG-13,Action Adventure Comedy,A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,"Chris Pratt,Vin Diesel,Bradley Cooper,Zoe Saldana,Dave Bautista,Lee Pace,Michael Rooker,Karen Gillan,Djimon Hounsou,John C. Reilly,Glenn Close,Benicio Del Toro,Laura Haddock,Sean Gunn,Peter Serafinowicz,Christopher Fairbank,Krystian Godlewski,Wyatt Oleff",2h 1m
Roman Holiday,1953,8.0,Passed,Comedy Romance,A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.,"Gregory Peck,Audrey Hepburn,Eddie Albert,Hartley Power,Harcourt Williams,Margaret Rawlings,Tullio Carminati,Paolo Carlini,Claudio Ermelli,Paola Borboni,Alfredo Rizzo,Laura Solari,Gorella Gori,Armando Ambrogi,Armando Annuale,Maurizio Arena,Silvio Bagolini,Nadia Balabine",1h 58m
Kill Bill: Vol. 2,2004,8.0,R,Action Crime Thriller,"The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle.","Uma Thurman,David Carradine,Michael Madsen,Daryl Hannah,Vivica A. Fox,Ambrosia Kelley,Michael Parks,James Parks,Jonathan Loughran,Michael Bowen,Kenji Ôba,Yoshiyuki Morishita,Jun Kunimura,Goro Daimon,Kazuki Kitamura,Akaji Maro,Shun Sugata,The 5.6.7.8's",2h 17m
Dog Day Afternoon,1975,8.0,R,Biography Crime Drama,"Three amateur bank robbers plan to hold up a bank. A nice simple robbery: Walk in, take the money, and run. Unfortunately, the supposedly uncomplicated heist suddenly becomes a bizarre nightmare as everything that could go wrong does.","Al Pacino,John Cazale,Penelope Allen,Sully Boyar,Beulah Garrick,Carol Kane,Sandra Kazan,Marcia Jean Kurtz,Amy Levitt,John Marriott,Estelle Omens,Gary Springer,James Broderick,Charles Durning,Carmine Foresta,Lance Henriksen,Floyd Levine,Dick Anthony Williams",2h 5m
A Woman Under the Influence,1974,8.1,R,Drama Romance,"Although wife and mother Mabel is loved by her husband Nick, her mental illness places a strain on the marriage.","Gena Rowlands,Peter Falk,Fred Draper,Lady Rowlands,Katherine Cassavetes,Matthew Labyorteaux,Matthew Cassel,Christina Grisanti,George Dunn,Mario Gallo,Eddie Shaw,Angelo Grisanti,Charles Horvath,James Joyce,John Finnegan,Vincent Barbi,Cliff Carnell,Frank Richards",2h 35m
Perfect Blue,1997,8.0,Not Rated,Animation Crime Drama,"A pop singer gives up her career to become an actress, but she slowly goes insane when she starts being stalked by an obsessed fan and what seems to be a ghost of her past.","Junko Iwao,Rica Matsumoto,Shinpachi Tsuji,Masaaki Ôkura,Yôsuke Akimoto,Yoku Shioya,Hideyuki Hori,Emi Shinohara,Masashi Ebara,Kiyoyuki Yanada,Tôru Furusawa,Shiho Niiyama,Emiko Furukawa,Aya Hara,Shin'ichirô Miki,Jin Yamanoi,Megumi Tano,Takashi Nagasako",1h 21m
Soul,2020,8.0,PG,Animation Adventure Comedy,"Joe is a middle-school band teacher whose life hasn't quite gone the way he expected. His true passion is jazz. But when he travels to another realm to help someone find their passion, he soon discovers what it means to have soul.","Jamie Foxx,Tina Fey,Graham Norton,Rachel House,Alice Braga,Richard Ayoade,Phylicia Rashad,Donnell Rawlings,Questlove,Angela Bassett,Cora Champommier,Margo Hall,Daveed Diggs,Rhodessa Jones,Wes Studi,Sakina Jaffrey,Fortune Feimster,Calum Grant",1h 40m
